0,1,2,3,4,5,6,7
Newly build two bedrooms apartment at kwabenya.,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 900 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Exceptional modern new 3bedrm 4washrm selfcompound spintex 1year,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 2,500 /month",54 days,,
single room self contain at weija side,"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 200 /month,54 days,,,
Stunning wall n gated chamba Hal selfcontain 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,54 days,,
Madonise wall n gated chamba Hal selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,54 days,,
Two bedrooms apartment new built @east legon,"Beds: 2, Baths: 3","Accra, Apartments","GH₵ 2,500 /month",54 days,,,
Cute 2bedroom Apartment For Rent Spintex 1year,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,54 days,,
Fablous wal n gated 2bedrm 4rent Spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,54 days,,
Executive apartment for rent in Ahojo Paraku,"Beds: 3, Baths: 3",MEMBER,"Kumasi, Apartments","GH₵ 2,700 /month",54 days,,
Chamber and hall self contained at IPT-CONTAINER For Rent,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 300 /month,54 days,,
Fablous wall n gated chamba Hal selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,54 days,,
Stupendous 3bedrm selfcompound 2washrm 4rent Spintex 1yr,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,100 /month",54 days,,
Glamorous wall n gated 2bedrm for rent in Spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",54 days,,
Three bedroom flat at IPT-CONTAINER for rent,"Beds: 3, Baths: 2",MEMBER,"Kumasi, Apartments",GH₵ 600 /month,54 days,,
Executive 3 bedrooms apt at Tech Kotei D&D academy,"Beds: 3, Baths: 2",MEMBER,"Kumasi, Apartments",GH₵ 800 /month,54 days,,
gated chamba n Hal selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,54 days,,
Fablous single room selfcontain 4rent nungua,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 220 /month,54 days,,
Six bed room full house at Abuakwa for rent,"Beds: 6, Baths: 4",MEMBER,"Kumasi, Apartments","GH₵ 1,500 /month",54 days,,
one bedrooms fully🌷 furnished🌹Haatso,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",54 days,,
2bedroom apt@Kwabenya,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,100 /month",54 days,,
Exclusive apartment Tema 25,"Beds: 3, Baths: 3","Greater Accra, Apartments","GH₵ 1,200 /month",54 days,,,
Single room self contain for rent at Star.,"Beds: 1, Baths: 1","Kumasi, Apartments",GH₵ 250 /month,54 days,,,
2bedroom 4tent Adanta-Sakora,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",54 days,,
2bedroom-apartment for rent Adenta-barre,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",54 days,,
2BEDROOM -TESANO,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,54 days,,
chamber and hall @christian village,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",54 days,,
chamber n hall s/c in Ablekuma,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Newly build two bedrooms apartment at kwabenya.,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 900 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
NEWLY BUILT 2 BEDROOMS APARTMENT FOR RENT AT OGBOJO,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,200 /month",55 days,,
CHAMBERSELF CONTAIN FOR RENT AT ABLEKUMA CURVE(AGENCY TERMS APPLIED),"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,55 days,,
3 BEDROOMS APARTMENT FOR RENT AT MALAM(AGENCY TERMS APPLIED),"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 800 /month,55 days,,
single room s/c. spintex,"Beds: 1, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 400 /month,55 days,,
Single room s/c. Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,55 days,,
Renting this 3bedroom apartment @Spintex Mary Ville,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 5,500 /month",55 days,,
single room s/c. Nungua,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 280 /month,55 days,,
Amazing chamber n hall@Tantra,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,55 days,,
2bedroom apt@Dome,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 850 /month,55 days,,
chamber and hall apt@Tetegu,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,55 days,,
Chamber and Hall Self Contain for Rent at Tetegu,"Beds: 1, Baths: 1","Greater Accra, Apartments",GH₵ 500 /month,55 days,,,
chamber and hall self contained pokuase.,"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 350 /month,55 days,,,
Special 2bed self contain @ Obeyeyie,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 800 /month,55 days,,
Fully furnished 2 bedrooms apartment for rent at east legon hills,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 6,000 /month",55 days,,
Executive 2 bedroom apartment for rent at Spintex Barclays Bank,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",55 days,,
Newly built chamber hall self contain for rent at East legon,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",55 days,,
Two bedroom flat at kokoben-kotwi for rent,"Beds: 2, Baths: 2","Kumasi, Apartments",GH₵ 390 /month,55 days,,,
Newly build 1 bedroom furnished for rent at east legon,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 5,700 /month",55 days,,
SINGLE ROOM SELF CONTAIN APARTMENT@MADINA NEW ROAD,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 550 /month,55 days,,
3bedroom apt@Adenta,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",55 days,,
Executive 3 Bedroom Apartment For Rent At Spintex,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,300 /month",55 days,,
Gated And Spacious Singelroom Self Cont.4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,55 days,,
Staggering Singleroom S/C For Rent Spintex 1year,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,55 days,,
"3 bedroom apartment in Cantonments, GIS","Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 11,600 /month",55 days,,
executive singel room self contain at wejia junction,"Beds: 1, Baths: 1","Greater Accra, Apartments",GH₵ 300 /month,55 days,,,
Chamber and Hall at Pantang (Nursing Training),"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 900 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
3 Bedroom Apartment at Pantang (Nursing Training),"Beds: 3, Baths: 3","Accra, Apartments","GH₵ 1,700 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Incredible Walled&Gated 2bedroom Apartmnt With 3washroom 4rent Spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 900 /month,55 days,,
Awesome 2bedroom Apartment Up For Rent At Spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",55 days,,
Executive 2 bedroom apartment for rent at East Airport,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 4,000 /month",55 days,,
2 BEDROOMS APARTMENT FOR RENT AT ADJIRGANOR(AGENCY TERMS APPLIED),"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",55 days,,
Executive 2 bedrooms furnished apartment for rent at east legon,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 6,300 /month",55 days,,
Executive 2 bedroom apartment for rent at East Airport Palace Mall,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 3,000 /month",55 days,,
Two bed room flat at Maase for rent,"Beds: 2, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 300 /month,55 days,,
Gated Singleroom Self Contained For Rent Spintex 1year,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,55 days,,
EXTRA MODERN 7BEDRM APRTMNT 4RENT@EAST AIRPORT,"Beds: 7, Baths: 7",MEMBER,"Accra, Apartments","GH₵ 22,129 /month",55 days,,
Chamber and hall self Contained at Atimatim-Maase for rent.,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 300 /month,55 days,,
Neat P.O.P 2 bedrooms for rent at dome pillar going one year,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",55 days,,
Three bed room flat at kumasi Atasemanso for rent,"Beds: 3, Baths: 2",MEMBER,"Kumasi, Apartments","GH₵ 1,000 /month",55 days,,
Gated Chamba N Hall S/C spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 370 /month,55 days,,
Fantastic modern 2bedrm 3washrm 4rent Spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 800 /month,55 days,,
Fablous wal n gated chamba Hal selfcontain 4rent spintex 1year,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,55 days,,
Facinating wall and gated Chamba n Hal selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,55 days,,
2-bedroom apartment 4 rentTantra Hills,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 720 /month,55 days,,
Achimota 3 Bedrooms Apartment For Rent,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",55 days,,
Enthusiastic new wal n gated 2bedrm 3washrm 4rent spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",55 days,,
Sophisticated 2bedrm apart 4rent Spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 900 /month,55 days,,
Extravagant Wal N gated 2bedrm 3washrm 4rent Spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",55 days,,
FASCINATING TWO MASTER BEDROOMS APARTMENT AT ATOMIC,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",55 days,,
2 bedrooms flat at Gyinyase Nahinso,"Beds: 2, Baths: 1","Kumasi, Apartments",GH₵ 500 /month,55 days,,,
New Chamber N Hall Now Renting at Ogbojo,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,55 days,,
furnished 3bedroom apartment at Tuc,"Beds: 3, Baths: 4",MEMBER,"Kumasi, Apartments","GH₵ 6,000 /month",55 days,,
CHAMBER AND HALL SELF-CONTAINED FOR RENT AT TSEAADDO,"Beds: 2, Baths: 1","Greater Accra, Apartments",GH₵ 800 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Renting this 2-bedroom apartment@Lashibi,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
DELIGHTFUL 2 MASTER BEDROOMS APARTMENT AT ATOMIC,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",55 days,,
New And Incredible Walled Gated Chamber&hall Apartment 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 850 /month,55 days,,
gated 2bedrm wit 2washrm spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",55 days,,
Exclusive modern wal n gated 3bedrm Spintex,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",55 days,,
Awesome Single room s/c spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 200 /month,55 days,,
PRIME 2 MASTER BEDROOMS AT ATOMIC,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",55 days,,
Executive single room selfcontain 4rent nungua,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 200 /month,55 days,,
Madonise wall n gated spacious single room wit washrm 4rent spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,55 days,,
CHAMBER AND HALL SELF CONTAIN @ ADENTA LAKESIDE AHILEJA,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,55 days,,
EXECUTIVE TWO BEDRMS APARTMENT@ MADINA THIRD GATE,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",55 days,,
Exclusive single room selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,55 days,,
SPACIOUS 2 BEDROOMS APARTMNT - ATOMIC,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",55 days,,
Madonise wall n gated 2bedrm spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,55 days,,
EXC 3 BEDROOM APAT@BOTWE EAST LEGON,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,700 /month",55 days,,
Chamba n Hal self contain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,55 days,,
3 BEDROOMS TOWN HOUSE FOR RENT AT EAST AIRPORT(AGENCY TERMS APPLIED),"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 5,439 /month",55 days,,
Executive gated new 2bedrm spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,55 days,,
Mavlous wall n gated 2bedrm spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 900 /month,55 days,,
1 BEDROOM APAT@EAST LEGON,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 900 /month,55 days,,
Nice Chamber & hall S/C at FUMESUA,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 350 /month,55 days,,
Newly built executive 2 bedrooms apt at Tech Kotei -KNUST,"Beds: 2, Baths: 3",MEMBER,"Kumasi, Apartments",GH₵ 700 /month,55 days,,
Spacious Single room S/C at Santasi Christian Service,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 400 /month,55 days,,
Executive chamber and hall S/C @ Fumesua,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 400 /month,55 days,,
New 5 bedrooms apt at Sokoban near Ahodwo Daban,"Beds: 5, Baths: 3",MEMBER,"Kumasi, Apartments","GH₵ 1,100 /month",55 days,,
executive 5bed house for rent @Adenta,"Beds: 5, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 5,000 /month",55 days,,
CHAMBER AND HALL SELF-CONTAINED FOR RENT AT TSEAADDO,"Beds: 2, Baths: 1","Greater Accra, Apartments",GH₵ 800 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Newly Chamb n hall s/c in Awoshie Ablekuma,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
chamber & Hall s/c /spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,56 days,,
2 BEDROOM APARTMENT FOR RENT EAST LEGON,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 3,000 /month",56 days,,
executive two bedroom apartment for rent at east legon ajinganor,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 3,420 /month",56 days,,
executive 3bedrooms apartment for rent at east legon Ajinganor,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 2,850 /month",56 days,,
executive single room self contained 4rent at east legon American house,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,56 days,,
ultra modern 3bedrooms fully furnished house for rent at east legon,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 5,700 /month",56 days,,
Outstanding 3bedroom Apartment With 4washrm 4rent Lashibi 1yr,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,600 /month",56 days,,
Renting this 2bed apart fully furnished@Spintex Batsonaa,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 8,200 /month",56 days,,
New And Modern Chamber Hall Apartment 4rent Spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,56 days,,
1 BEDROOM SELF CONT @ EAST LEGON,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",56 days,,
Renting this 2bedroom apartment @Spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,300 /month",56 days,,
Chamber & Hall self contain at Ablekuma pokuasi highway,"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 800 /month,56 days,,,
2 BEDROOMS APARTMENT FOR RENT @ OFANKOR,"Beds: 2, Baths: 1","Accra, Apartments",GH₵ 700 /month,56 days,,,
3 bedroom apartment for rent Kwabenya,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",56 days,,
chamber and hall self contain /spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,56 days,,
"3"" bedroom apartment/Lashibi","Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,600 /month",56 days,,
Executive 3 Bedroom Semi-Furnished @ Dansoman,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",56 days,,
2 bedroom apartment for rent at Sakumono,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",56 days,,
FIVE BEDRMS PLUS FOUR WASHRM@ ADENTA ROWI,"Beds: 5, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",56 days,,
Maginficent Wal N gated Chamba Hal Selfcontain 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 550 /month,56 days,,
Twobedroomselfcontain Teshie lekma,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 650 /month,56 days,,
Special 2 bedroom self contain @ Pokuase,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",56 days,,
New executive 2 bedroom apartment for rent at Tema Comm 25,"Beds: 2, Baths: 2",MEMBER,"Greater Accra, Apartments","GH₵ 1,450 /month",56 days,,
2BDRM APARTMENT FOR RENT@SPINTEX,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",56 days,,
"Executive Chamber and big Hall Self Contain Apart, Tantra halls","Beds: 2, Baths: 1","Accra, Apartments",GH₵ 600 /month,56 days,,,
Single room s/c spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Newly Chamb n hall s/c in Awoshie Ablekuma,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Chamber And A Hall Self Contain For Rent At Mallam,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,56 days,,
3bed self🌹 contain🦜💗Adenta junction,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",56 days,,
3 bedroom Apartment for rent @ Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",56 days,,
2bedroom apart in Awoshie Ablekuma,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 750 /month,56 days,,
New And Spacious Singleroom Self Cont.4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,56 days,,
CHAMBER AND HALL SELF-CONTAINED 4RENT@ACHIMOTA,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",56 days,,
Chamber And Hall @kasoa,"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 250 /month,56 days,,,
2bedroom apartment for rent at east Legon American,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",56 days,,
Neat 2bedrom Apartment 4rent Spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",56 days,,
Apartment @Spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",56 days,,
wall n gated 2bedrm 2washrm 4rent spintex 1year,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",56 days,,
2 BEDROOM APT TO LET@BOTWE,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",56 days,,
gated single room selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,56 days,,
wal n gated 2bedrm 4rent spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 650 /month,56 days,,
gated new single room selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,56 days,,
Fabulous wall n gated 2bedrm 4rent at nungua,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,56 days,,
gated single room self contain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,56 days,,
gated chamber & hall self contain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,56 days,,
Fablous modern wal and gated single room selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,56 days,,
Exclusive 3bedrm selfcompound 4rent spintex,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",56 days,,
Fantastic wall n gated single room selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 250 /month,56 days,,
Single room at Atimatim-Taabuom for rent,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 84 /month,56 days,,
chamber and hall self contain for rent at ashongman estate.,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,56 days,,
Palatable wall n gated 2bedrm 2washrm spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 900 /month,56 days,,
Neat Singleroom S/c Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,56 days,,
Renting this 2-bedroom apartment@Lashibi,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
CHAMBER AND HALL SELF-CONTAINED FOR RENT AT TSEAADDO,"Beds: 2, Baths: 1","Greater Accra, Apartments",GH₵ 800 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Chamba n Hal self contain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,56 days,,
2bed apart @ Adjiringanor East Legon,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",56 days,,
